thread_id,customer_text,true_intent,pred_intent,confidence_score,true_escalate,pred_escalate,agent_status,escalation_reason,drafted_reply,retrieved_examples,judge_tone,judge_grounding,judge_reasoning
585923,Hi @AppleSupport my old iPhone 6s is shutting down and bugging me out every 20 seconds 😞 please help https://t.co/Fxaxn1qwSU,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@CustomerName Thanks for reaching out. Can you confirm which version of iOS you're using? This can be located in Settings > General > About > Version.,5,,,
1163459,G une question alede @AppleSupport @115858,general_inquiry,general_inquiry,0.7,False,False,auto_handled,,@230318 We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj,5,,,
691200,"Dear @AppleSupport: this is a current map of Cupertino, San Jose, Sunnyvale. Why is Maps so useless so often? https://t.co/bDqgzBuNX6",general_inquiry,software_troubleshooting,0.7,False,True,escalated,Highly frustrated or toxic customer,,0,,,
268723,@AppleSupport all 3 updates of IOS 11,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer Hey, we're here to help. Which device are you using with iOS 11? Let us know what issues you're experiencing, and we'll work together to find a solution.",5,,,
1083977,@AppleSupport My music won’t show up on my lock screen and that is probably the most annoying issue tbh,software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,@CustomerName We're sorry to hear that. Let's take this to DM and we'll explore ways to resolve this together.,5,,,
587079,@258659 @115858 for real my phone is so slow now and i haven't even updated 😭,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@258659 We're sorry to hear your phone is slow. What model and iOS version are you using? DM us for help.,5,,,
1872168,@AppleSupport I have to restart my phone in order for the speaker to work.,hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,"We're here to help. To isolate the issue, does the same behavior occur when listening to Voicemail via speaker?",5,,,
1099674,@AppleSupport I accidentally erased my phone HELP,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@CustomerName I'm sorry to hear about this. Please DM us which iPhone model you're using to get started.,5,,,
956390,@AppleSupport Hello. I restarted my Watch and it toons about 15 minutes for weather to come back. Series 0 Watch. Opened weather app on iPhone 6s Plus.,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We're sorry to hear about the delay. Could you please confirm if you've tried resetting your watch and iPhone? Let's continue in DM.,5,3,2,"The tone is empathetic and professional, but the response is not concise. The grounding is poor as it does not address the customer's actual issue and the next step is not realistic."
1999726,"Hey @AppleSupport, I can't get my email to reconfigure to my MacBook. Is this something you can help me with? 😢",general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,"@289937 We're sorry to hear that. Let's try to get your email reconfigured. Have you tried rebooting your MacBook and signing out and back into your Apple ID? If so, when did this issue start?",5,,,
2427297,"@AppleSupport It got sluggish after the 11.0.3 update. 
I'm using an iPhone 6 so I assumed the hardware was just running behind.",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,@141447 We're sorry to hear your iPhone 6 is feeling sluggish after the iOS 11.0.3 update. Let's look into this with you. DM us which iOS version you're on and when you last updated.,5,,,
2729090,I woke up.... my phone was charging..... and it was on 1%. @115858 explain,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@[Customer's Twitter Handle] We're sorry to hear about your iPhone. Have you tried restarting it? If the issue persists, let's troubleshoot further.",5,3,2,"The response is empathetic and professional, but it could be more concise. It addresses the customer's issue but the next step is not very realistic. The response does not contain any unsupported policies, invented claims, invented URLs, or pretend to have performed actions it cannot perform."
1911557,@AppleSupport my battery has been draining so fast with the IOS 11 update on the iphone 7 plus? help?,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear about your battery issues. Let's troubleshoot. Please share the exact iOS 11 version you're on (Settings > General > About). This will help us identify the best steps.,5,,,
84231,@AppleSupport Already did that https://t.co/TQPIBDVAFO,general_inquiry,other,0.8,True,False,auto_handled,,@Customer Let's take a look at this further. Send a DM with your iPhone model and iOS version to get started. [URL],5,,,
1282393,@AppleSupport iPhone 6s and IOS 11.0.3,general_inquiry,general_inquiry,0.7,False,False,auto_handled,,"@Customer When you say it's not working, could you tell us exactly what it's doing?",5,,,
2442789,my phone went from this bulshit to that bulshit after updating it. thanks @AppleSupport https://t.co/HrKt2ypBXL,general_inquiry,software_troubleshooting,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
2306995,@AppleSupport for some reason the HomeKit app isn’t working for me it’s just stuck on this screen https://t.co/qFBv5v4Kyc,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear that. Let's take this to DM so we can better assist you. Please share the screenshot and describe the issue.,5,3,3,"The response is empathetic and professional, but it could be more concise. It addresses the customer's issue by acknowledging the problem and suggests a next step. However, the suggestion to take the issue to DM (Direct Message) is not a standard customer support practice and may not be appropriate for all customers."
2055091,"Hey, @115858 - you broke iPhone7+ iTunes in Elantra through USB with iOS11, fixed it on 2nd patch, and broke it again with latest patch. 🙁",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,"@115858 We're sorry to hear about the issues you're experiencing. Let's troubleshoot together. Have you updated to the latest iOS 11 version? If so, could you describe the specific problems you're encountering?",5,,,
272910,no puedo descargar ninguna app con iOS 11 😡 @AppleSupport,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL]. Please describe the issue with downloading apps on iOS 11.,5,,,
2805966,Why the fuck is my bluetooth always on @797 @115858 I didn’t ask for it to be on why the fuck do you keep turning on stop it,hardware_repair,device_connectivity,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
852953,@AppleSupport My “updates” section won’t also load.,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer Thanks for reaching out. Let's troubleshoot this. What model of iPhone are you using? Also, have you tried restarting your device and connecting to a different Wi-Fi network?",5,,,
2903673,Does anyone know how to turn off the @115858 ios push updates FOREVER? Keeps downloading in the background using me space. Ill never ever update to ios 11 on iPhone 6 ever‼️,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@115858 We're sorry to hear about the updates. To stop background downloads, go to Settings > General > Software Update > Automatic Updates. You can also check your storage in Settings > General > iPhone Storage.",5,2,2,The response is not empathetic and is robotic. It does not address the customer's specific issue of push updates and does not provide a realistic next step. It also mentions a policy that may not be supported.
1969312,@AppleSupport ive update my ipad air to ios 11 and its sooooo slow. Ive reboooted it. Is there any wsy i can downgrade it to ios 10?,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Let's look into this with you. Send us a DM with more information about what you're experiencing.,5,,,
2596449,"@AppleSupport hi there, my apple id is locked and i cant unlock it because i dont have access to the email address associated with my apple id",account_security,account_security,0.9,True,False,auto_handled,,"@CustomerName We're sorry to hear about this. If you can't access the email, try resetting your password using security questions or a trusted email. Here's how: [URL]. For further help, please DM us.",5,,,
359809,"@AppleSupport Hi! Literally all apps! V.11.0.2 not only is it slow but aesthetically not pleasing to the eyes, why'd you throw the minimalistic style away",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We're sorry to hear about the issues you're experiencing with iOS 11.0.2. Please backup & update to the latest iOS version and let us know if the problem persists.,5,,,
2040202,@AppleSupport My Apple Watch burned my hand. Why?,hardware_repair,hardware_repair,0.9,True,True,escalated,physical hardware damage,,0,,,
2307979,"Hey guys, when are you going to fix this bug? @115858 @AppleSupport",general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@115858 Hi there. We'd like to help. DM us and we can take a closer look. [URL],5,,,
2705021,More &amp; more I feel like an unofficial beta tester for @115858. My MBP randomly crashes. iOS 11 sucks. If not for 3rd party apps that I &lt;3..,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,"@115858 We're sorry to hear about the issues you're experiencing. Can you share your device model and iOS version? Also, are there specific apps causing crashes? Let's work together to resolve this.",5,,,
1243833,@AppleSupport My apple music ain’t working so we swinging,general_inquiry,software_troubleshooting,0.7,False,False,auto_handled,,@Customer We're here to help. Let's take this to DM and we'll explore ways to get your Apple Music working.,5,,,
246521,@AppleSupport I mean... Has the AC connected and it’s going down lol that’s hilarious,device_connectivity,general_inquiry,0.7,False,False,auto_handled,,@CustomerName I'm sorry to hear you're having trouble. Let's try to resolve this. Could you please share more details about the issue? This will help us assist you better.,5,,,
2583198,@AppleSupport I seem to have a virus in my mac calles “oneclickrev” that is opening tabs on safari whenever I click anywhere on a website,account_security,software_troubleshooting,0.8,True,False,auto_handled,,"@CustomerName I'm sorry to hear about the issue with ""oneclickrev"" on your Mac. This is not a known Apple product or service. Could you please provide the version of macOS you're using? This will help us identify the best course of action.",5,,,
1146726,"Hello @AppleSupport can you tell what should I do with my iPhone. updated to iOS 11.03, the update kills the battery too fast !!",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We understand how important your iPhone battery life is. Let's work to get that increased. Share with us in DM when you updated to iOS 11.0.3 to look into this. [URL],5,,,
2110957,@AppleSupport DM?,general_inquiry,general_inquiry,0.8,True,False,auto_handled,,@Customer Let's continue this in DM. Please share details of your issue. https://t.co/GDrqU22YpT,5,,,
1144237,"@AppleSupport no they don't, but when i unlock the phone they start going off even if it's not the set time. i rebooted the phone, hope it'll work now.",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear that. Let's troubleshoot this together. Please DM us with your iOS version and the exact times the alarms are going off. We'll continue there. [URL],5,,,
793719,My phone's been acting up since the announcement for the iPhone 8. @AppleSupport you ain't slick,general_inquiry,software_troubleshooting,0.7,False,False,auto_handled,,We're sorry to hear about the issues you're experiencing. Could you please let us know which iPhone model and iOS version you're using? This will help us provide more targeted assistance.,5,,,
225139,@AppleSupport problem solved! I restarted again! Thank you so much 😁,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,"@CustomerName Awesome, we're glad to hear that. Please reach out if you need help in the future.",5,,,
1724859,@AppleSupport this shouldn't happen https://t.co/iozm6bFjy8,general_inquiry,general_inquiry,0.7,True,False,auto_handled,,@Customer We want to help. Please DM us with details about the issue and we'll look into it.,5,,,
323861,"@AppleSupport Thank you, my iOS version is 11.0.2",general_inquiry,general_inquiry,0.8,False,False,auto_handled,,Thanks for confirming. Could you please let us know your iPhone model and describe the issue you're experiencing? This will help us assist you better.,5,,,
1753198,Yes @115858. When I️ type Im of course I️ want it autocorrected to whatever that is. Thanks. https://t.co/on8UpqeFOW,general_inquiry,other,0.8,False,True,escalated,Highly frustrated or toxic customer,,0,,,
1575012,It sure would be nice if iOS offered the option to offload an app right from the app icon. /cc @AppleSupport,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,@Customer Thanks for the suggestion. Could you please tell me which iOS version you're using? Let's discuss this further in DM.,5,,,
2479038,"@AppleSupport Says can't connect to server, etc or nothing happens. I'm at my wits end now. I've tried everything with the hotline who asked me to backup, wipe and restore. Now i can't launch any of my store apps, my life is on LINE and whatsapp... help me.",general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@438085 We're sorry to hear you're having trouble. Have you tried checking your network settings or restarting your router? Let us know in a DM to continue.,5,,,
96979,"@AppleSupport I have not. 

I was having Airpods issues and contacted apple last night...we rebooted airpods and disconnected from phone and reconnected.

hence, my need to change the setting back to ""double tap to pause"" which had been working flawlesly for months.",hardware_repair,device_connectivity,0.8,True,False,auto_handled,,@Customer Hi there. We're sorry to hear about your AirPods issues. Let's look into this together. Which device are you using with your AirPods?,5,,,
1451828,"@AppleSupport I’d appreciate if we found a solution 

That’s the only one I have and that one already comes on the phone, what should I do now? https://t.co/cZ83ck8NCC",general_inquiry,general_inquiry,0.8,True,False,auto_handled,,@506241 What version of iOS are you running currently?,5,,,
51625,@AppleSupport In every app except iMessage,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Let's look into this a bit further. DM us the currently installed iOS version and the type of phone you're using.,5,,,
1436723,"@AppleSupport  we are not getting response from apple India  wrote two mails , i hvent expect such from apple inc.",general_inquiry,general_inquiry,0.8,True,False,auto_handled,,@711549 We're sorry to hear you're waiting for a response. We'll look into this and get back to you shortly. Please provide your case number if you have one.,5,,,
612873,@AppleSupport it still doesn’t work smh,general_inquiry,other,0.7,False,False,auto_handled,,@Customer We're here to help. Could you please describe the issue in more detail? DM us when you can: [URL],5,,,
1716114,wen r we getting this shit fixed i️ need to see my letter i️ again 🙄😒 @AppleSupport,general_inquiry,other,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
103202,@AppleSupport I tried to recreate the issue with iTunes open and was unable to reproduce the effect. Thank you for your reply.,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,@CustomerName We're glad to hear you were able to recreate the issue. Let's continue troubleshooting in DM. Please share the steps you took to recreate it.,5,,,
2544039,Updated my laptop and lost all of my saved passwords. Thanks @AppleSupport,account_security,software_troubleshooting,0.8,True,False,auto_handled,,"@387234 We're sorry to hear about your passwords. If you have iCloud Keychain enabled, try signing in to iCloud.com with your Apple ID and passwords. If you don't have iCloud Keychain, you can manually re-enter your passwords.",5,,,
1623815,@AppleSupport UK,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,@AppleSupportUK We'd love to help. Please share the issue you're facing and your iPhone model. We'll take it from there.,5,,,
1181854,@AppleSupport The only one it can find is my car Bluetooth. It hasn’t found my Mpow or Fitbit either,general_inquiry,device_connectivity,0.8,True,False,auto_handled,,@Customer We're sorry to hear about the Bluetooth issues. Please ensure Bluetooth is enabled on your iPhone. Have you checked if your devices are paired to your iPhone?,5,,,
1557152,"@AppleSupport It’s the same using cellular &amp; WiFi (tried 3 different WiFi networks) when I try downloading an app, it says double tap on the right. I do. Nothing happens. When updating, the app just never loads. I’ve been “updating” since yesterday.",hardware_repair,device_connectivity,0.8,True,False,auto_handled,,@375121 We’d be happy to help. Which device and iOS version are you using? Have you tried restarting your iPhone?,5,,,
1768170,"@115858 bonjour mon IPad ne se rallume plus,même après l'avoir laisser chargé,connecté à @118721. HELP ME, MY IPAD HAS A HEART ATTACK I THINK",general_inquiry,hardware_repair,0.8,True,True,escalated,physical hardware damage,,0,,,
695301,@AppleSupport No. Yes.,general_inquiry,other,0.8,False,False,auto_handled,,@Customer I see. Could you please provide more details or specify what you're referring to? DM us for further assistance.,5,3,1,"The tone is professional and concise, but it lacks empathy. The response does not address the customer's actual issue or provide a realistic next step."
67413,"@AppleSupport purchased new iPhone 10 , doesn’t vibrate or ring while incoming calls. Tried everything at my end. Help",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer We're sorry to hear about your iPhone 10 issue. Let's troubleshoot. Have you tried restarting your device? If the problem persists, let's continue in DM.",5,,,
1028557,"@AppleSupport Overnight 11.0.3 wiped my photos from over 3,000 to &lt;200 then backed up to iCloud, wiping out 10 months of baby photos.",software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,"@CustomerName I'm really sorry to hear about your photos. If iCloud Photo Library is enabled, it may have deleted duplicates. Check System Preferences > iCloud > Photos > Options. For further help, contact our Photos experts.",5,,,
816406,@115858 I just got an update for IOS 11.0.3  and I scared 😱 its going to mess up my phone even more smh,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@115858 We're sorry to hear you're concerned. Which device are you using and what issues are you experiencing with iOS 11.0.3? Please provide details so we can assist you better.,5,,,
2139922,@AppleSupport has the screenshot editing feature included in iOS 11 been taken away from iOS 11.1?,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@CustomerName Thanks for reaching out. If you're on iOS 11.1, try this: [URL]. Questions? Feel free to send us a DM. [URL]",5,,,
270339,Fingerprint ID not working in app store since update. Restart &amp; adding different fingerprint doesn't help. @applesupport 11.0.2,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@Customer Let's look into this Fingerprint ID issue for you. This page may help: [URL]. DM us if you are still experiencing issues.,5,,,
2280224,@115858 @1647 7:10 dead phone. Hard reset. Good thing there wasn't an emergency. #fail #FirstWorldProblems https://t.co/cFEcwDQDcm,general_inquiry,hardware_repair,0.8,True,True,escalated,Physical hardware damage,,0,,,
761295,@AppleSupport still having this problem with iMessage even after the latest update which came out today https://t.co/V5oBQT7lv9,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,"@Customer Thank you for reaching out. We're not showing any issues on our end. Has it been over 24 hours since you tried activating? If so, please DM us your device type and iOS version.",5,,,
53561,I thought that my phone was dead but no it just turned off for no reason @115858 the fuck?,general_inquiry,other,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
2123931,@AppleSupport They just spin and say theyre updating https://t.co/5qA6NZGuFu,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,"@CustomerName We're sorry to hear that. Let's try reinstalling the macOS from recovery. This article has more info on that: [URL]. Check out the ""Other screens you might see"" section.",5,,,
1621192,@115858 fuck iOS11 can’t make calls or nun messing my phone up,general_inquiry,software_troubleshooting,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
1288930,@115858 what’s good with your iPhone 7 battery life why they suck so much,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,@115858 We're sorry to hear about your iPhone 7 battery life. Can you share which iOS version you're on? Find it in Settings > General > About.,5,,,
2774400,@AppleSupport Yes the error message is for both Comcast/xfinity and gmail- for both accounts the imap connection does not work when I am connected to WiFi (except my home WiFi) I have two other accounts a work account and my old school email. iOS 11.1.2,device_connectivity,device_connectivity,0.8,True,False,auto_handled,,"@Customer Thank you for reaching out. We'd like to gather more information. Can you confirm if the issue occurs with all WiFi networks or specific ones? Also, please share the email provider details for the accounts experiencing the issue.",5,,,
1642576,Hey @115858 I️ need you to fix this.,general_inquiry,general_inquiry,0.7,False,False,auto_handled,,@506068 We'd be happy to help. Please DM us the version of iOS you're using and we can go from there. [URL],5,,,
800382,my phone is new and it keeps shutting off on it's own and battery isn't dead 🙃 this is a problem 🙃 @AppleSupport,hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,@Customer Hello! We're here to help. Let's troubleshoot this together. Could you please share the iOS version you're running under Settings > General > About? This will help us identify any potential issues.,5,,,
1638890,"@AppleSupport Any idea why my GPS won't work with #iOS11? GPS module was changed, also a factory reset. Still not working! #iPhone #Apple",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,@Customer We're sorry to hear about the GPS issues. Could you please confirm your iPhone model and the exact iOS 11 version you're using? This will help us assist you better.,5,,,
2787805,@118845 Still not holding a charge,hardware_repair,hardware_repair,0.8,True,True,escalated,Refund or disputed charge/payment issue,,0,,,
2000389,I'm over Apple and the keyboard fucking up o v e r it @115858 get your shit together bro,general_inquiry,other,0.9,True,True,escalated,Highly frustrated or toxic customer,,0,,,
1596075,How can I access my iCloud like see what’s all on it ?? @AppleSupport,account_security,general_inquiry,0.8,False,False,auto_handled,,"Hey there, we'd like to help you explore your iCloud. Please send us a DM with more details on what you're looking for, so we can guide you through it.",5,,,
2143410,@115858 @AppleSupport when are you guys going to fix the bug with the letter I️? This code is annoying,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@115858 We're sorry to hear about the issue with the letter I️. Here's a workaround: [URL]. DM us if you need more help.,5,,,
289976,"My battery went from 74% to 41% from doing nothing! In a matter of 12 minutes...
I hate this new update @AppleSupport",general_inquiry,software_troubleshooting,0.8,False,True,escalated,Highly frustrated or toxic customer,,0,,,
171758,@AppleSupport is this real? https://t.co/N02T2i2Ud3,general_inquiry,general_inquiry,0.7,True,False,auto_handled,,"@Customer That appears to be a phishing attempt. To learn more about phishing, check out this link: [URL].",5,,,
1624953,"@AppleSupport ça y est. Redémarré, hard reset, restauration. Et ça marche. Cool....",general_inquiry,general_inquiry,0.8,True,False,auto_handled,,"@Customer We're glad to hear your issue is resolved! If you need further assistance, please let us know. We're here to help.",5,,,
1412571,@AppleSupport I tried forcing a reset but holding the lock and home button down for 30+ secs won't work. Also the top randomly gets hot,hardware_repair,hardware_repair,0.8,True,False,auto_handled,,@Customer We're sorry to hear about your issue. Let's troubleshoot further. Can you share your iPhone model and iOS version? Join us in DM to continue.,5,,,
1847786,@AppleSupport is there any ways to resolve this issue without losing my data https://t.co/0UKddEoy4H,account_security,software_troubleshooting,0.8,True,False,auto_handled,,"@CustomerName I'm sorry to hear you're having trouble. Please DM us with your device and iOS version, and we'll help you find a solution without losing your data. https://t.co/GDrqU22YpT",5,,,
1705345,@AppleSupport why am I on iPhone 8 Plus with iOS 11.1 and still constantly seeing question mark emojis?,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear about the emoji issue. Please DM us with your iOS version and details about the problem. We'll do our best to help.,5,,,
1489568,@AppleSupport CAN tou fix slow keyboard since thé last udapte it s horrible,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@454891 We're sorry to hear about the keyboard issue. Have you updated to the latest iOS version? Let's troubleshoot together. Which device and iOS version are you using?,5,,,
119486,@AppleSupport I need someone to contact me and assist me personally. I wouldn't want to be waiting for ever and not speak to anyone like last time.,general_inquiry,other,0.8,True,True,escalated,Customer requests personal assistance,,0,,,
1451567,@AppleSupport I’m really really excited to pick up my iPhone X from Covent Garden tomorrow... but not sure I can make my allotted time slot any more! Can I come earlier/later?,general_inquiry,general_inquiry,0.8,True,False,auto_handled,,"@232089 We're happy to help! Please visit our website to adjust your pickup time: [link]. If you need further assistance, DM us.",5,,,
2301739,FIX THE BUG @115858 I️ CANT USE I️ ITS ANNOYINGGG,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@Customer Hello there. Let's get this sorted. Can you describe the issue in more detail? We'll work together to find a solution.,5,,,
2081644,@AppleSupport @38602 just updated my iPhone &amp; backbeat Fits &amp; they don’t work as seamlessly anymore skip track not working,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,"@38602 We're sorry to hear about the issues with Apple Music. Let's troubleshoot. Try restarting your iPhone and check if the problem persists. If it does, go to Settings > Music > iCloud Music Library and ensure it's enabled.",5,,,
2532538,iPhone switches audio to AirPods as soon as I open the enclosure.It should wait till I put them in my ears @123857 @116333 bug in ios11,device_connectivity,software_troubleshooting,0.8,False,False,auto_handled,,"@123857 We're sorry to hear about the issue with your AirPods. Let's troubleshoot. Are you using a case with your iPhone? If so, try removing it and testing again.",5,,,
126372,I’m tired of this glitchy ass phone!!! @115858 @ATT,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@ATT We're here to help. Can you DM us your device model and current iOS version? We'll assist you further. [URL],5,,,
1410869,@AppleSupport Still having the issue,general_inquiry,other,0.7,False,False,auto_handled,,"@Customer We're sorry to hear that the issue persists. Please DM us with details about your device and software version, and we'll do our best to help.",5,3,3,"The response is empathetic and professional, but it could be more concise. It addresses the customer's issue by acknowledging the persistence of the problem and provides a realistic next step by asking for more details. However, it could be more specific about the next steps."
1893965,@AppleSupport Yes. When I click “install app” I get a alert that says “iMovie can’t be installed.....because OS X version 10.12.2 or later is required.”,general_inquiry,software_troubleshooting,0.9,False,False,auto_handled,,"@CustomerName We're sorry to hear that. Could you please confirm your macOS version? If it's older than 10.12.2, you may need to update it to install iMovie.",5,,,
6767,@AppleSupport After installing the new iOS update (6 plus) my battery is eating energy! Within 3 hrs 45% left .... what’s your solution???,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We're sorry to hear about the battery drain. Let's try some optimization steps. Complete each step here and let us know the result: [URL]. Which version of iOS 6 are you using?,5,,,
2897737,@115858 when will you send out a big fix for the latest iOS? My 6s is freezing and crashing. Garbage.,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@115858 We're sorry to hear about your iPhone 6s issues. Let's troubleshoot. Can you DM us the exact version of iOS you're running and describe the crashing/freezing?,5,,,
