thread_id,customer_text,agent_text
889070,@AppleSupport hi! What’s the problem with ur ios? Home button and touch screen is not as fluid as before? Help please tnx,@331075 Hey there. We'd like to look into this with you. Let us know which device you're using and the version of iOS installed to get started.
1151006,@AppleSupport Le capteur de proximité ne marche pas sur l'iPhone lorsqu'on récupère un appel initié depuis l'#AppleWatch,@390859 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2835852,@AppleSupport @153604 the update/open button is #Spinning endles #CyberMonday2017 ? https://t.co/E1CvprLgFr,"@789347 Having your apps up to date is important and we're happy to help. When updating, are you selecting Update All or choosing only the one app to update? Have you tried any actions such as restarting your iPhone?"
2305502,"@115858, fix the I️ issue and release an emoji for “:’)” pls &amp; thank u","@668893 We recently released iOS Version 11.1.1 as an update that fixes the issues you're having with autocorrect. Please make sure you have a backup, and update. Here are the steps you can follow: https://t.co/ahjigcvFRG"
2526372,@115858 It took me 3 hard restarts and Twitter crashing 15+ times just for me to write this tweet. Your new iOS is making me hate you and my phone. I’m not going to upgrade because you’ll keep doing this. Time to try out other smartphones...,@719355 Let's take things to DM so we can check into the issues you are seeing with your iPhone. https://t.co/GDrqU22YpT
2001818,@AppleSupport what’s the deal with my phone autocorrecting “I” into I️,@591929 Let’s look into this for you. Send us a DM with which device you are using and the iOS version it's running. https://t.co/GDrqU22YpT
1823873,@AppleSupport iPhone 7 can’t make or receive calls. Camera doesn’t work. Anytime I reset it takes an hour to turn back on. Any idea?,@547495 Let's take a look to see what may be causing this to happen. Join us in DM with more detail about when this started. https://t.co/GDrqU22YpT
1644621,@AppleSupport Thanks @AppleSupport,@502582 You're most welcome. Enjoy your day!
589507,"@AppleSupport When using Google Map, the bottom banner is in the same space as App Swith. https://t.co/xG0ulV22qA","@259379 Thank you for the screenshots. To clarify, is this only occurring when using Google Maps or are you having issues within other applications as well? DM us and let us know. https://t.co/GDrqU22YpT"
1009311,"@applesupport You are good stacking money, not updating IOS's. Thanks for ruining my ""premium"" phone.",@358824 We'd like to help. What problem are you having?
1641991,hey @AppleSupport actual recommendation: please add a quick crop feature? Or maybe I’ve just not seen it idk https://t.co/X1cNfVeej9,@501937 We always appreciate hearing from our customers. Feel free to submit your suggestions to us here: https://t.co/eTPVYVFyd8
1990413,My phone has been complete shit since the iOS 11 update....@115858 please stop fuckin up a good thing,@589054 Let us know exactly what's going on! We'd love help sort this out together.
2321343,"@AppleSupport I can’t be sure, I only FaceTime 1 person.","@672691 OK, let's go ahead and restart your iPhone then we'll test it again. This will help us to isolate the issue."
327085,@AppleSupport Thanks!!! Restart did the trick!,"@193948 Awesome, we're glad to hear that. Please reach out if you need help in the future."
302262,@AppleSupport tryin 2 remove friends from activity app th@ no longer use  watch. Every time I delete them I get failure to delete. Any fix?,@188122 We're here to help! Let's restart the Apple Watch and try again: https://t.co/gZrStAoDfj
1734378,Literally just updated to iOS 11.1 to see if it would fix my phone from freezing but it made it worse like wtf @115858,"@523742 We're happy to look into this with you. To clarify, is your device running slowly, completely unresponsive, or both?"
998967,Is it safe to electrical tape over a slightly frayed iPhone charger cord or should I toss it? @115858 #notdurable,@356536 Thanks for reaching out to us. We recommend getting a new cable. DM us so we can provide options. https://t.co/GDrqU22YpT
2524594,Bro we pay so much for these phones and y’all can’t even have the letters working properly? @115858,"@718907 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/G4q0hxzVXF"
1623811,@AppleSupport @115858 i’ve done everything possible but my iphone 6 cannot support ios11- please help me get back to ios10 🙏🏾 mercy,@497380 Let's see what we can do to help. DM us with more details about what you are experiencing with iOS 11. https://t.co/GDrqU22YpT
1086093,I’ve done the iPhone update and it’s just made everything fucking slow . SHIT MATE @AppleSupport,@376193 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
2675764,Help! @AppleSupport #iphone keeps crashing in every app https://t.co/MFphxUSbsT,"@753158 We've got steps to solve that issue on your iPhone. Let's use the steps here: https://t.co/osZOKKTalm to update your iPhone to iOS 11.2, and let us know if you in DM if that doesn't help. https://t.co/GDrqU22YpT"
155964,@AppleSupport The check come up then they go away and it’s not downloaded,@151805 Have you tried a normal restart of the device? This simple step can resolve download issues like this. This article explains how to do a normal restart: https://t.co/OWRDHWSt4h
1716667,"So ever since I️ updates my phone, it dies contantly when I’m not even using it. What the hell @115858 ?!?","@519843 Let's get to the bottom of this together. Which iPhone model are you using, and what's the version number of iOS installed?"
2123897,@115858 needs to hurry up and fix this i problem 🙄,@625620 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2010660,Does anybody accidentally spend $55 while playing a game cause of Touch ID? Nope just me.. ok. @AppleSupport help me,@594563 Was it an In-App purchase that used your Touch ID to verify the payment? Let us know in DM. We'll form a plan there. https://t.co/GDrqU22YpT
1136343,@AppleSupport MacBook Pro 2017 with high sierra in French,@387699 Do you see this anywhere else on the computer?
2309371,Why the fuck do all my I️’s turn into exclamation points and boxes with question marks in them @AppleSupport it’s annoying as fuck,@669810 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2624910,@AppleSupport why is the Apple Music app not user friendly and why can’t I reset or change settings? I haven’t been able to make playlists,@741481 DM us using the link below and let us know which device you're using with Apple Music. We're glad to help. https://t.co/GDrqU22YpT
2398085,I swear to god my phone keeps tweakinnnnnnggggg @115858 fix this 💩,"@690154 We know it's important for your iPhone to work the way you expect, and we're here for you. Tell us more about what's going on with your iPhone in DM, and we'll continue from there. https://t.co/GDrqU22YpT"
1975081,I’m so sick of this iOS update. Killing my fucking battery @115858,"@584892 Let us know, in DM, your iPhone model and your current iOS version shown in Settings &gt; General &gt; About to get started. https://t.co/GDrqU22YpT"
739125,"@296769 @AppleSupport Me too am suffering , hope the can find a solution",@536362 We can help. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT
2293513,@AppleSupport Would a magnetic car holder affect my iphone?,@265429 That’s a wonderful question! Meet us in DM and we’ll discuss your specific accessory. https://t.co/GDrqU22YpT
1754141,"Also if @115858 could fix this “I️” nonsense, that’d be just wonderful...",@528340 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1010038,@4305 Notifcstions aren’t being sent on the latest @AppleSupport update 🤷🏻‍♀️ #whatisgoingon? #eversofrustrating #ios11.0.3ispants,@358993 We're here to help. Send us a DM and we'll take a closer look at the issue together. https://t.co/GDrqU22YpT
2207439,my laptop is broken 😰 and i need it for school tomorrow HELP  @115858,@645378 We can help. Can you tell us what you're experiencing?
2009241,Hey @115858 @AppleSupport — fix this I️ shit. It’s annoying.,"@594136 If you're on iOS 11.1, here's a workaround. https://t.co/xXaXeeSRt9 Send us a DM if you have questions. https://t.co/GDrqU22YpT"
2867250,"@AppleSupport 11.1.2, Apple Music/Podcasts app. Both have the bug",@796312 Can you tell us anything you've attempted so far to fix this?
2944502,"@AppleSupport why is SIRI so confused?
Or should I say useless(I am saying this after using Google Assistant and Bixby. If Bixby and Google Assistant are 8 out of 10, SIRI is 4)

(P.S- After 'JUST A SECOND...' it stuck there. Didn't call) https://t.co/5QYAxoZWs5","@258351 Let's look into this together. Send us a DM with the iOS version your iPhone is running, and we'll get started. https://t.co/GDrqU22YpT"
763672,@AppleSupport Installed yes but didn’t work. I see now that 11.0.3 is out. Hopefully that fixes the problems. Thanks,"@302498 Once you try that update, let us know in DM what you see, and we'll go from there. https://t.co/GDrqU22YpT"
2077740,@614496 @115858 Yups. It sucks. Apps are crashing in this update. :(,@614495 Let's get your device working like it should. DM us which apps seem to crash most often and we'll continue from there. https://t.co/GDrqU22YpT
1637078,"first, the letter “I.” now, they’re cutting off tweets. BRO WHAT THE HECK @AppleSupport @115858 https://t.co/j6R6OAiqJA",@500690 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
304068,Thanks @115858 I would never have thought that Socrates was born in 1988.      #Apple #Socrates https://t.co/2tVAtorI3y,@188599 We'd like to help you out and figure out what's going on. Send us a DM and we'll get started. Thanks. https://t.co/GDrqU22YpT
2113938,@AppleSupport Don’t do this y’all know exactly what issues people are having when they type in I️.,@623268 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1656651,"@115858  @AppleSupport  what the fuck do I do, it's driving me up a wall. (4of 4 )","@505518 We'd like to help with what's happening. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT"
588089,"@AppleSupport there needs to be a bug fix. Whenever I’m listening to music, it’ll randomly stop multiple times during the song and that’s obnoxious",@211455 We want to help you enjoy your music. Reach out via DM using the link below and let us know what app you're using to listen to your music. https://t.co/GDrqU22YpT
1420123,@AppleSupport I managed to re-add but the issue persists. It does not show any email. I'm on iPhone 6 iOS 11.1,@450139 You mentioned that this issue had been going on for a while; do you recall when it initially began? Did it happen before iOS 11?
427828,#ios11 glitch! No clock on lockscreen 👇 @115858 @AppleSupport need updates soon to get rid of the glitches 😓 https://t.co/ipaw24Y1f2,@216739 We're here to help. Have you performed any troubleshooting steps such as restarting your device?
873881,"@AppleSupport There’s a song I really want to buy, but it’s somehow only available from the Ireland store
Anything I can do to buy it myself",@327465 We'd love to help answer your questions. Shoot us over a Direct Message and we'll see how we can assist. https://t.co/GDrqU22YpT
2639683,@AppleSupport Need to chat about icloud but no chat costumer service😡! Incredible!,"@744959 We'd like to help in any way possible with your iCloud account. Please send us a DM with more details on your issue, so we can help to isolate the issue, and find you the information you need. https://t.co/GDrqU22YpT"
2728282,@AppleSupport I am getting a 'your payment method was declined' pop up. I can't even update my apps. It was working fine when I purchased an app a few weeks back. Please help me out.,@764996 We're glad to help. Let's try following this article and see if it helps: https://t.co/U96y4MTG7k
2309869,i can’t download any apps from the app store ever since i downloaded ios 11 @AppleSupport,@669928 We're here for you and this issue. What happens when you try to download an app?
770956,what happened???did I buy anything?????unsafe🌚🌚🌚@AppleSupport @118936 https://t.co/YDP7rRBvMC,@304126 Help is on the way. This article has more info on what to do if you see an unfamiliar charge: https://t.co/8sHmV9bTIS
237348,"update .. was slow catching, definitely @115858 missed a lot !! help me @AppleSupport #ios11 #iosfail #AppleSupport #wherearemyiphone",@172523 We'd love to help with any issues or questions you have about the latest update. Please let us know exactly what's going on.
426157,@AppleSupport I literally have had my computer less than two weeks and now several letters on my keyboard are not working.,@216362 We want your computer to work just as you expect. Check out this article for next steps to help: https://t.co/59OXeh3YgB
1753284,Yo mah doods @115858 @AppleSupport fix the shitty glitch that turns the “I” into [?]. Shit’s annoying man.,@528128 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2300403,what the hell @AppleSupport https://t.co/CVwA4deArv,@667671 We have some great steps to help resolve this kind of issue: https://t.co/0Q3JN1oSAv Let us know how it goes.
2401268,@115858 decides to update my iOS and now idk where TF my music went?! https://t.co/CVZN7TbO3W,@690892 We don't want you to be without your favorite music. We can help! Are you an Apple Music subscriber?
643266,"#applemaps #siri says I'm on the ""North J Turnpike"" Oof. https://t.co/34fo5j7nX8","@272718 Hey Tom, we'd like to take a closer look at this with you. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT"
2044848,Phone legit just broke when it was just sitting on my desk... well @115858 I'll be giving you some more damn money now 😤🖕🏽,@394820 We'd like to look at options for your current iPhone. Send us a DM and let us know what happened. We'll work together there. https://t.co/GDrqU22YpT
2742990,@AppleSupport Ios11.1.2 kilo my batterie ? Help me,@768321 We'd be happy to help.  Please let us know which device you're using and what specific battery issues you're experiencing.
2478961,@115858 since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,@708457 We understand how important good battery life can be. We'd like to assist. Please meet us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT
1895686,@115858 the 11.0.3 update to iOS is making my iPhone 6 useless! Super laggy on every aspect! #IOS11TH,@565026 Having a reliable iPhone is important! Let us help you with yours. DM us which iPhone you have to proceed. https://t.co/GDrqU22YpT
1748661,Hey @115858 @AppleSupport thanks for ? all the timeeeee “I️”,@527082 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1689433,@AppleSupport Ima need you all to fix this “I” glitch you all have going on!,@512955 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
333246,When I'm sending text messages half the time it won't let me scroll down to see the new message. The keyboard is in the way. WTF @115858 ?,@195374 We'd like to work with you on this. Could you confirm what type of device you're using?
2031582,@AppleSupport I'm having the hardest time setting up my iPhone 10 because of updates to software,"@255170 We want to help get your iPhone up and running. Let us know what you're experiencing in DM, and we'll take it from there. https://t.co/GDrqU22YpT"
242496,"@AppleSupport I really dislike this new update, it keeps freezing my phone. And the music app doesn’t show the music on my phone",@173603 Let's see what could be causing this. Is your iPhone unresponsive when using or opening any particular applications?
2332388,"@AppleSupport I am not a subscriber. When I tap the plus sign, nothing happens.",@675116 Does this occur with any playlist you try to add songs to? Let us know in DM. https://t.co/GDrqU22YpT
1156090,"@AppleSupport My apple music isn’t working properly, it keeps skipping itself back to the very first song on my playlist... wont let me listen to any song",@391958 We've got your DM and will continue with you there.
1770817,@115858 why have an update if all it’s going to do is give issues?! I can’t connect to WiFi. Thanks a lot.,@532333 We know how essential Wi-Fi is to surfing the web. We'd love to help. What device and version of OS are we working with?
1350604,My iPhone 6's screen stopped working just in time to buy the new iPhone! @115858 #RottenApple #Plannedobsolescence #Heartpatientwithnophone,"@434930 We've got you covered. Please check out this article:
https://t.co/8MvHMFZ83h"
1989689,Hello @AppleSupport Why is the keyboard working so slow in iOS 11?,@588831 Let's take a look at this together. Have you already updated to iOS 11.1? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT
2487206,"@AppleSupport the control center, it’s a discontrol center 🤦🏻‍♀️ whenerver you do, the wifi turns on by itself, the light, bluetooh...why? When are you going to fix it?",@710387 This is expected behavior for Control Center. For more information visit: https://t.co/Ikfbnj28qe
2302346,"Dear @115858 your newest update didn’t fix any of the issues I’ve had since 11, including the “I” issue. So frustrating.",@668133 We'd like to help! Send us a DM to proceed. https://t.co/GDrqU22YpT
2284291,@115858 this shit still ain’t fixed my nigga ? What are y’all doing ? https://t.co/kFpGJD4RzH,"@663814 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
1147936,"@390160 @AppleSupport It seems it is randomly impacted words: for me it is mostly Work, Not, New, Now.  It is driving me insane! @AppleSupport what’s going on?!","@390159 We'd love to help. Have you updated to iOS 11.0.3 since these issues began? If not, follow this: https://t.co/ahjigcvFRG"
2433680,"I’M Experiencing Home Button Issue On my iPad Mini 2. I am sure that is software bug. @AppleSupport Fix This
@157399 
@128100",@698384 We can help! DM us what's going on with your Home button and we'll take a look. https://t.co/GDrqU22YpT
1637162,@AppleSupport My phone shows the “ I “ as a question mark with a box.,@500720 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2795476,Updated my IPhone 7 and now all of my apps are freezing up on me. @AppleSupport,"@780071 We're here to help! Send us DM, and we'll take a closer look at your iPhone 7 together there. https://t.co/GDrqU2kzhr"
1899959,all my pictures just got deleted off my phone :-) thanks @115858 for the new update 😇😇😇,@566212 Your photos are very important to us. We'd like to look into this with you. Restart your phone and DM us if it doesn't work. https://t.co/GDrqU2kzhr
2410318,Funny how my phone was working fine then apple drop 2 new phones and mine decides to be a cunt... I see you @115858 👀,@693001 We'd like to see if we can't help make sure your iPhone is working as best as possible. DM us details on what you're seeing happen and we'll do what we can to assist. https://t.co/GDrqU22YpT
1132624,@AppleSupport iPhone X lock screen goes blank; can only be fixed with reboot. Known issue on your boards. Fix coming soon?,@386894 We'd like to take a closer look into this with you. DM us and we can get started. https://t.co/GDrqU22YpT
661579,@AppleSupport My daughter has updated her IPad mini to iOS 11 and now is not starting not even with the hard rest. You have to give my daughter new IPad.,@740648 We can certainly help with your daughter's iPad.  What does the iPad currently show on the screen?
1465096,@460071 @115858 Did the iPhone update - now cannot access my contacts/emails as I have to verify via an email I cannot access!  Hopefully can at work...,"@460070 Let's take a look. Are you experiencing this with your Apple ID/iCloud mail account? Let us know more in DM, please. https://t.co/GDrqU22YpT"
1707716,Can someone explain why my I️ is showing up like this? @AppleSupport https://t.co/WXGRroQyy5,@517503 Here’s what you can do to work around that issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1849106,(cc: @AppleSupport),@553656 Thanks for reaching out to us. We'll be glad to help. DM us &amp; let us know which version of iOS is installed. https://t.co/GDrqU22YpT
1759682,It’s 9am and my iPhone X is at 45%. @115858 PLEASE fix this! I took it off charger at 100% at 6am. https://t.co/EIZPFKgE93,@529644 We can help. DM us the iOS version you're using to get started. https://t.co/GDrqU22YpT
543723,@AppleSupport my phone keeps going black with a spinning wheel and then taking me to the lock screen pls can u sort it out thanks,"@246301 We're happy to help out. Are you running the latest iOS 11.2 version? If not, let's create a backup and update the version of iOS. Take a look: https://t.co/osZOKKTalm"
1851539,hey @AppleSupport Ever since the new iphones came out my iphone 6s+ acts weird. It wont even let me get ios 11.,@320641 We're here to help. What happens when you try to update?
146730,@AppleSupport Using iPhone 6. Nothing I do fixes the music app crash since iOS 11 update. Cannot use it. Help plse. 😡,@149313 We don't want you to miss out on your favorite music! We can help you. Can you tell us what steps you've taken to resolve this? We don't want to ask you to repeat any steps. Send us a DM and let us know. https://t.co/GDrqU22YpT
2406516,@AppleSupport My iPhone 7Plus with iOS 11.1.1 keeps adjusting the screen brightness on its own. Very annoying.,"@692099 Great question! We're happy to explain. This is a feature called auto-brightness that adjusts your display brightness using ambient light sensors. You can learn more about the feature here: https://t.co/bkqEVCrK2l

If you have further questions, DM us. https://t.co/GDrqU22YpT"
2377066,@115858 Fix this shit. We literally pay an arm and a leg for these phones that cost you $10 to make. https://t.co/XsTWl9WtFc,"@296084 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Here's a great resource for both steps: https://https://t.co/ahjigcvFRG DM us if you have any questions. https://t.co/GDrqU22YpT"
172966,"@115858 ever since I️ updated my phone its Xtra slow, dies fast asf &amp; glitches whenever it gets the chance, but yall cant do group ft? Wow",@156469 We can certainly take a look at this with you. Send us a DM with more details on what apps are having this problem. https://t.co/GDrqU22YpT
1991412,@AppleSupport And now the music app is completely not working as well :( what’s a girl to do?,@589356 Thanks for reaching out about your Podcast and Music apps. DM us which iOS version and iPhone you're using. We can help: https://t.co/GDrqU22YpT
95786,@AppleSupport It is version 11.1.2,@136854 Got it! Let's try the steps listed here: https://t.co/sXbhzfS2lM Let us know if the issue persists once completed.
2002928,"@AppleSupport Help!!! Keep getting ""activation server is temporarily unavailable"" Trying to set up iPhoneX. Is there another way??",@592264 Thanks for reaching out. Try following these steps and DM us if you still have issues: https://t.co/Mhw9pFAK08 https://t.co/GDrqU22YpT
2706819,@AppleSupport Yes,@760176 Have you seen any error messages on the device? Please DM us so we can gather further details. https://t.co/GDrqU22YpT
1681691,@AppleSupport why am I being charged for Apple Music when I’m on a 3 month student trial which started September?,@511278 We'd recommend reaching out to our experts here: https://t.co/SDIe7UiyJN for further assistance.
1342803,@AppleSupport please fix 11.0.3 as my wifi keeps disconnecting. Not cool,@433176 We'd be happy to help!  Is this happening with multiple networks or just one?  Which  device are you using currently?
720893,"@AppleSupport restarting does not fix.  An hour ago I was able to DL an update, but now another one sits on 0% progress.",@292545 Are you choosing Update All or pressing each app individually? Have you tried to connect to a different Wi-Fi network?
2889405,"@AppleSupport What happened was I spent a little over an hour but everything is sync'ed.  Had to do the old school way, manual via iTunes, &amp; upgrade iOS on new phone first.",@427006 Could you please DM us with what exactly you were seeing when attempting to move your data so we can look into this? https://t.co/GDrqU22YpT
2295821,"@AppleSupport it’d be great if my phone would actually work with an aux cord with the adapter, not run out of battery within 3-4 hours, and if it didnt goddamn boot-loop for an hour or longer, overall, very pissed with ios 11 in general.","@691101 If you're experiencing issues with your iPhone, we can work together to see what's going on. DM us the exact iOS version, and we'll continue from there. https://t.co/GDrqU22YpT"
857952,Esse #ios11.0.3 ainda está bugadão. Acabou de dar problema nas pastas. Não abriam. Precisei reiniciar. @115858,"@323737 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
1585426,Alright so why tf does it say I️ but I typed I @115858  fix this https://t.co/nRkjlaelq7,@487806 Hi there! This should help you out: https://t.co/xU1AGHStV6
511145,Is the new @AppleSupport @115858 glitch changing the word it to I.T ? Anyone else?,@237479 Happy to help you here. Let's move to DM to assist you further. https://t.co/GDrqU22YpT
1354546,"@AppleSupport if I preorder the iPhone X now, can I cancel the preorder before the phone ships? I may not have Verizon then.","@435880 If you have questions about the pre-order process, please reach out to our Sales team so they can help. https://t.co/8yjRd1Xo0i"
1727705,@142102 @115858 I have been using my iPhone to host a live radio show but noticed this year service has been failing and STRESSFUL,@522466 We're here for you. Can you tell us what you're having difficulty with? Thanks.
2547279,"iOS 11 has been awful. Apps hanging, OS freezing, bugs galore. @115858 needs to get it together.",@723941 We want your iOS device to perform optimally. Meet us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT
856388,@AppleSupport I need help on activating my iphone after updating ios whereI can’t remember my apple ID nor password. What can I do?,"@323368 If you forgot your Apple ID and password, use the steps in this link to reset it and regain access. https://t.co/fJnZYmbI9N"
540002,"@115858 with this new iOS update, it still disconnects WiFi &amp; Bluetooth till morning. We want it to TURN OFF from control center, make it happen. That was the old way, that should work. @116333",@245245 Let your voice be heard.  Leave feedback here: https://t.co/J46COPJzUo
437415,@AppleSupport I cleared the hard drive and reinstalled the OS. Seems to have resolved the issue for the mean time. Thanks anyways,@218879 We're glad to hear it's working now. Please don't hesitate to reach out with any questions or concerns for us. We're here to help.
394549,@115858 No more updates for the iPad? Mine is still at 9.3.5 #apple #ipad,"@209476 Hello! Updates depend on the model you have. If you aren't able to update to iOS 10, you wouldn't be able to update past 9.3.5."
2771798,what my apple@music still isn’t back. @AppleSupport wtf wrong w my phone,@774789 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
966327,I been trying to fix it all day😭 @AppleSupport  please help https://t.co/odrrPZYhi1,@349332 We are here to help. DM us your exact iOS version and we can take a look. https://t.co/GDrqU22YpT
2274036,@89529 @115858 I am going to end you for this update please fix it NOW because I am trying to BE CUTE ON THE INTERNET,@661440 We'd be happy to look into this with you. Can you provide us what you're experiencing?
1470863,yo @115858 fix your fucking update.,@461414 We're here to help. Tell us what issue you're having with your device. We can work together on this.
438028,@219064 @219065 @219066 @115858 My headphone jack/charger is super spotty,@219063 We'll be glad to investigate this further. Which device are you using? Have you updated to iOS 11.0.2?
1413829,@AppleSupport Yes it does,@448571 Thanks. We've got a great guide to share with you. Let us know if this helps connect to the iTunes Store: https://t.co/yoNhV7Et2A
2012627,@AppleSupport when I️ write sentences. Is it a glitch? Also..... my phone is way slower since this update,@595123 We're happy to help you with both of these problems you're experiencing. Join us in DM with the iPhone model you're using. https://t.co/GDrqU22YpT
656657,@AppleSupport It started happening after the ios11 update. This is the second or third time it’s happened and it won’t open any apps during it messing up,@276256  We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU2kzhr
1934133,@AppleSupport why am I suddenly getting this when I try to download or update apps? This only started today. Is it legit? https://t.co/4H5qtmRNPt,@459903 We're glad to look into this with you! Please DM us and let us know what happens if you press the Home button when it's on screen. https://t.co/GDrqU22YpT
824719,@AppleSupport @115858 @2310 this new iOS 11 update is killing me. It’s horrible. Fix it please.,"@316415 We’re here for you. What’s happening with your device? Also, which iOS 11 version are you using; 11.0.2 is the current version."
33402,@AppleSupport iPhone 6s iOS 11,"@123387 We’d love to help further. To start, please send us a DM. https://t.co/GDrqU22YpT"
1962774,@500337 @AppleSupport Happening to me as well!! I’m so confused.,"@272418 We want to take a look into what’s happening with you. Send us your current iOS version in DM, and we’ll get started. https://t.co/GDrqU22YpT"
32387,@123177 @115858 🙋🏻 it doesn’t do it too often but it has started randomly restarting and it’s brand new.. maybe a problem with the update..,@123176 We'd like to take a closer look at what's happening. DM us with what type of iPhone you're using. https://t.co/GDrqU22YpT
2280912,@AppleSupport iOS 11.0.3 on iPhone 7plus. Battery life is HORRIBLE. Much worse than on iOS 10.x. Fix this!,@663032 Let us help you get this sorted out. DM us so we can better assist you: https://t.co/GDrqU22YpT
905226,My iPhone 📱 7 has basically been unusable since the update #superweak @115858,@334900 We'd be happy to look into this. Please DM us. https://t.co/GDrqU22YpT
1406892,@AppleSupport Yes I am,"@447008 OK, great. Let's take a closer look at this battery issue together. Please DM us and we'll continue working together there. https://t.co/GDrqU22YpT"
1235639,@AppleSupport what does this mean? https://t.co/MZAh6bCuHh,@299299 This is a phishing email. To identify and report these types of emails check out this article: https://t.co/LNMCdqt6fD
1738824,Hi there. My friends phone has been like this for 4 hours. We have tried charging it but it still won’t turn on. Help? @AppleSupport https://t.co/NPvbruT1kT,@262089 We're here for you. Check out this article for help with your friends iPhone: https://t.co/8MvHMFZ83h
939094,@AppleSupport I have a 6s so it’s the iOS 11.1.2 update no I haven’t restarted it but I’ll try that! Thanks,@342618 Please keep us posted.
1142040,@AppleSupport is this real or a scam? Why did it come up on my iPhone? https://t.co/IuZZ3pJB3Y,@388812 This looks like a phishing pop-up. Direct Message us and we can help out. https://t.co/GDrqU22YpT
518369,@AppleSupport seems latest MacOs version breaks iTunes being able to find Photos. Photos also removed from my iPhone as had wifi sync on… https://t.co/UaMCqHF91f,"@239562 Let’s take a closer look into this. First, do you see all of your missing iCloud photos at https://t.co/9bUADNZWPX?"
2512768,"iphone having ISSUES after updating to ios 11. Eg. freezing, needing to be restarted CONSTANTLY. vol not working @AppleSupport pls help.","@716129 We want you to enjoy your iPhone; we'll do all we can to help. To start, let us know what type of iPhone you have in DM: https://t.co/GDrqU22YpT"
1572259,@AppleSupport 6+ and 11.1. Every time I type “I” it comes out as I️,@484682 Got it. Thank you for keeping us updated. Let us know if this article helps: https://t.co/sDSg93LaFu
1673550,@AppleSupport How can I prevent my iPhone7 from dying during cold weather runs?!!Was at 92% battery level.After a half hour at 35 degrees!,@509247 We can help with some info on iPhone operating temperatures. Check this article for more info. https://t.co/otCvUAaFQq
1633043,@AppleSupport @115858 y’all do realise we can’t even use the letter I️ !?!?!?!?!?,@499662 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.
36670,"Disappointed with @115858 - phone that is only 1 1/2 years old dying for no reason...want to charge for a repair, shocking.",@123993 We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT
2146547,@AppleSupport I bought my iPhone 7 last week and it won’t stop freezing I’ve had to reset it about 6 times today already,@631000 We want you to get the most out of your new iPhone's performance. We can help. Send us a DM and we'll take it from there. https://t.co/GDrqU22YpT
1621218,@115858 @AppleSupport we need an update bc this “I️” thing is getting out of hand,@496802 Check out this workaround for the issue. You'll find it here: https://t.co/xXaXeeSRt9 DM us if you need us. https://t.co/GDrqU22YpT
1900959,"@AppleSupport should my iPhone be constantly “running”? The little circle icon keeps spinning
It didn’t used to do that","@566507 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
409395,@AppleSupport Just the wifi option getting stuck on verifying update... Tried now 3 times still same issue,@212610 Got it. Are you able to try the update from the alternative method?
2004707,@AppleSupport why is IOS 11.1 doing this now ? https://t.co/urPtqZsG4Z,"@592816 Thanks for reaching out. If you're on iOS 11.1, try this: https://t.co/xU1AGHStV6 Questions? Feel free to send us a DM. https://t.co/GDrqU22YpT"
