thread_id,customer_text,agent_text,true_intent,should_escalate,escalation_reason
1911557,@AppleSupport my battery has been draining so fast with the IOS 11 update on the iphone 7 plus? help?,"@569428 We'd be glad to look into this with you. To get started, DM us which version of iOS 11 is installed &amp; we'll work from there: https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
84231,@AppleSupport Already did that https://t.co/TQPIBDVAFO,"@134529 Thanks. Are you seeing the question mark when you try to type the letter ""i"" or are you only seeing it on posts or messages from other users?",general_inquiry,1,t.co needed to be reviwed
1282393,@AppleSupport iPhone 6s and IOS 11.0.3,@420008 Thanks for that information. Let's continue to work together in DM. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
2442789,my phone went from this bulshit to that bulshit after updating it. thanks @AppleSupport https://t.co/HrKt2ypBXL,@700491 Are you on the latest iOS 11.1.1?,general_inquiry,1,toxicity
2306995,@AppleSupport for some reason the HomeKit app isn’t working for me it’s just stuck on this screen https://t.co/qFBv5v4Kyc,"@629754 You're in the right place for help. To get us started, may we have the current iOS version shown in Settings &gt; General &gt; About?",general_inquiry,0,Safe for auto-reply
2055091,"Hey, @115858 - you broke iPhone7+ iTunes in Elantra through USB with iOS11, fixed it on 2nd patch, and broke it again with latest patch. 🙁",@607801 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr,hardware_repair,1,hardware issue
272910,no puedo descargar ninguna app con iOS 11 😡 @AppleSupport,@181173 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_inquiry,1,toxic user
2805966,Why the fuck is my bluetooth always on @797 @115858 I didn’t ask for it to be on why the fuck do you keep turning on stop it,@782596 We want to help! You can permanently disable the Bluetooth in Settings &gt; Bluetooth.,hardware_repair,1,toxic user
852953,@AppleSupport My “updates” section won’t also load.,@322620 Have you tried connecting to the App Store on another Wi-Fi connection? Please DM us the device and version of OS: https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
2903673,Does anyone know how to turn off the @115858 ios push updates FOREVER? Keeps downloading in the background using me space. Ill never ever update to ios 11 on iPhone 6 ever‼️,"@804168 If you don't want new updates to be downloaded automatically, you can turn this off by going to Settings &gt; iTunes &amp; App Store &gt; Turn off automatic downloads for updates.

Next, go to Settings &gt; General &gt; iPhone Storage and ensure there's no downloaded updates.",general_inquiry,0,Safe for auto-reply
1969312,@AppleSupport ive update my ipad air to ios 11 and its sooooo slow. Ive reboooted it. Is there any wsy i can downgrade it to ios 10?,"@583422 That's a great question. We do not support returning to a prior iOS, we can certainly look into this issue. Join us in a DM here: https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
2596449,"@AppleSupport hi there, my apple id is locked and i cant unlock it because i dont have access to the email address associated with my apple id","@686132 If you don't have access to the email address used for your account, you can use your security questions instead. This article will help: https://t.co/qLj64gHtqO Reach out to us here if you need any further help: https://t.co/IBIY3vMgPj",account_security,1,account security
359809,"@AppleSupport Hi! Literally all apps! V.11.0.2 not only is it slow but aesthetically not pleasing to the eyes, why'd you throw the minimalistic style away",@201220 Does a restart help? Which iPhone model do you have? Let us know in DM: https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
2040202,@AppleSupport My Apple Watch burned my hand. Why?,@603252 Oh no! Let's get to the bottom of this together. Please DM us which Apple Watch you have and we'll go from there. https://t.co/GDrqU22YpT,hardware_repair,1,hardware issue
2307979,"Hey guys, when are you going to fix this bug? @115858 @AppleSupport",@669484 What are you experiencing? We want to help.,general_inquiry,1,t.co icluded which needed review
2705021,More &amp; more I feel like an unofficial beta tester for @115858. My MBP randomly crashes. iOS 11 sucks. If not for 3rd party apps that I &lt;3..,@759719 Let's partner together as that's not the experience we want for you. Join us in DM with additional details and we'll get started: https://t.co/GDrqU22YpT,general_inquiry,1,toxicity
1243833,@AppleSupport My apple music ain’t working so we swinging,"@411811 We're here to help. DM us, and let us know what happens when you try to us it. We'll see what we can do. https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
246521,@AppleSupport I mean... Has the AC connected and it’s going down lol that’s hilarious,@174553 Thanks for letting us know. Please DM us so that we can continue troubleshooting together. https://t.co/GDrqU22YpT,device_connectivity,0,Safe for auto-reply
2583198,@AppleSupport I seem to have a virus in my mac calles “oneclickrev” that is opening tabs on safari whenever I click anywhere on a website,@663223 That can be a concern when your Mac is opening tabs without your consent.  We'll do our best to help. Please respond in DM with your current macOS version. https://t.co/GDrqU22YpT,account_security,1,expose to virus
1146726,"Hello @AppleSupport can you tell what should I do with my iPhone. updated to iOS 11.03, the update kills the battery too fast !!","@389901 Let's work together on a solution. To start, let's make sure your battery is set for max performance: https://t.co/BGb00taxed",general_inquiry,0,Safe for auto-reply
2110957,@AppleSupport DM?,"@622693 Yes, a Direct Message. You can use the link in this Tweet to send us one. https://t.co/GDrqU22YpT",general_inquiry,1,human intervention needed
1144237,"@AppleSupport no they don't, but when i unlock the phone they start going off even if it's not the set time. i rebooted the phone, hope it'll work now.","@389319 Let us know if restarting helps. If not, delete all alarms, then create one to go off in 5 minutes. Let us know how that works.",general_inquiry,0,Safe for auto-reply
793719,My phone's been acting up since the announcement for the iPhone 8. @AppleSupport you ain't slick,"@309268 We'd love to help out. What's going on with your iPhone? Also, what's the iOS version? DM us. https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
225139,@AppleSupport problem solved! I restarted again! Thank you so much 😁,@169779 We're happy to hear that worked. You know how to reach us if you ever need to again. We're online every day from 5am-8pm PST.,general_inquiry,0,Safe for auto-reply
1724859,@AppleSupport this shouldn't happen https://t.co/iozm6bFjy8,"@521689 If you are letting us know your messages are gone, we'd love to help. Send us a DM with the iOS version. https://t.co/GDrqU22YpT",general_inquiry,1,t.co included
323861,"@AppleSupport Thank you, my iOS version is 11.0.2",@193145 Thanks for letting us know that. Is there an error message on your screen? When do you notice this behavior?,general_inquiry,0,Safe for auto-reply
1753198,Yes @115858. When I️ type Im of course I️ want it autocorrected to whatever that is. Thanks. https://t.co/on8UpqeFOW,@528108 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,0,Safe for auto-reply
1575012,It sure would be nice if iOS offered the option to offload an app right from the app icon. /cc @AppleSupport,@485355 Thanks. You can share feedback on this here: https://t.co/eTPVYVFyd8,general_inquiry,0,Safe for auto-reply
2479038,"@AppleSupport Says can't connect to server, etc or nothing happens. I'm at my wits end now. I've tried everything with the hotline who asked me to backup, wipe and restore. Now i can't launch any of my store apps, my life is on LINE and whatsapp... help me.","@708482 We understand. To look further into this, DM us some more info using the link below: https://t.co/GDrqU22YpT",general_inquiry,1,tried everything needed human support
96979,"@AppleSupport I have not. 

I was having Airpods issues and contacted apple last night...we rebooted airpods and disconnected from phone and reconnected.

hence, my need to change the setting back to ""double tap to pause"" which had been working flawlesly for months.","@137166 Go ahead and try that now. If the issue continues, send us a DM and we'll go from there. https://t.co/GDrqU22YpT",hardware_repair,1,hardware issue
1451828,"@AppleSupport I’d appreciate if we found a solution 

That’s the only one I have and that one already comes on the phone, what should I do now? https://t.co/cZ83ck8NCC",@456915 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,general_inquiry,1,t.co included so needed review
51625,@AppleSupport In every app except iMessage,"@127589 Let's take a deeper look!  To begin, feel free to DM us what country you're currently located in: https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
1436723,"@AppleSupport  we are not getting response from apple India  wrote two mails , i hvent expect such from apple inc.",@453533 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,general_inquiry,1,email support needed
612873,@AppleSupport it still doesn’t work smh,@644978 Hi there. DM us and we can take a closer look. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
1716114,wen r we getting this shit fixed i️ need to see my letter i️ again 🙄😒 @AppleSupport,@519703 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,general_inquiry,1,toxicity
103202,@AppleSupport I tried to recreate the issue with iTunes open and was unable to reproduce the effect. Thank you for your reply.,"@138705 Got it, thank you. If it still occurs in Safari, please send us a DM. We'd like to continue working on this with you. https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
2544039,Updated my laptop and lost all of my saved passwords. Thanks @AppleSupport,@723202 Thanks for reaching out to us. We're always happy to help. Send us a DM so we can take a look into this with you. https://t.co/GDrqU22YpT,account_security,1,losed password needed support
1623815,@AppleSupport UK,@497382 Thanks for the info. The Spotify app should be available for the iPod Touch in the UK as shown here. https://t.co/Og31mfb6h0,general_inquiry,0,Safe for auto-reply
1181854,@AppleSupport The only one it can find is my car Bluetooth. It hasn’t found my Mpow or Fitbit either,@397936 Do you have any other devices that are experiencing the same behavior with not being able to find your Mpow and FitBit? DM us. https://t.co/GDrqU22YpT,general_inquiry,1,connectivity issue
1557152,"@AppleSupport It’s the same using cellular &amp; WiFi (tried 3 different WiFi networks) when I try downloading an app, it says double tap on the right. I do. Nothing happens. When updating, the app just never loads. I’ve been “updating” since yesterday.","@481363 Got it, thanks for letting us know. Go ahead and test the update once again, this time when the prompt shows double tap the Side button on your iPhone. If needed this article will assist with the location: https://t.co/AB7b8bMqSW Let us know the results.",hardware_repair,1,needed support
1768170,"@115858 bonjour mon IPad ne se rallume plus,même après l'avoir laisser chargé,connecté à @118721. HELP ME, MY IPAD HAS A HEART ATTACK I THINK",@531632 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry,1,confused user
695301,@AppleSupport No. Yes.,@285829 Let's move over to DM so we may look further into this. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
67413,"@AppleSupport purchased new iPhone 10 , doesn’t vibrate or ring while incoming calls. Tried everything at my end. Help",@131395 We are here to help. DM us your iOS version and we can take a look at this for you. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
1028557,"@AppleSupport Overnight 11.0.3 wiped my photos from over 3,000 to &lt;200 then backed up to iCloud, wiping out 10 months of baby photos.",@363363 We want to help. Meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,software_troubleshooting,1,recovery needed
816406,@115858 I just got an update for IOS 11.0.3  and I scared 😱 its going to mess up my phone even more smh,@183657 We understand the concerns you're having but to isolate these issues we'd recommend keeping your device up to date.,general_inquiry,0,Safe for auto-reply
2139922,@AppleSupport has the screenshot editing feature included in iOS 11 been taken away from iOS 11.1?,"@629334 We can help you. DM us, and we'll look into screenshots. https://t.co/GDrqU22YpT",general_inquiry,0,Safe for auto-reply
270339,Fingerprint ID not working in app store since update. Restart &amp; adding different fingerprint doesn't help. @applesupport 11.0.2,@180456 Glad you messaged us! Do you get the prompt in App Store? Have you turned the feature off and on from Settings &gt; Touch ID?,general_inquiry,1,hardware issue
2280224,@115858 @1647 7:10 dead phone. Hard reset. Good thing there wasn't an emergency. #fail #FirstWorldProblems https://t.co/cFEcwDQDcm,"@662874 We're here for you, and we're glad to see that you were able to get your iPhone to power on. Does this happen often? We also see that the camera isn't working, is this happening with the front or rear facing camera?",general_inquiry,1,t.co needed to be reviwed
761295,@AppleSupport still having this problem with iMessage even after the latest update which came out today https://t.co/V5oBQT7lv9,@301896 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,general_inquiry,1,needed fix
53561,I thought that my phone was dead but no it just turned off for no reason @115858 the fuck?,@128103 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,general_inquiry,1,toxicity
2123931,@AppleSupport They just spin and say theyre updating https://t.co/5qA6NZGuFu,@625630 Does the issue persist after you restart the iPhone? Do you have another Wi-Fi network you can test with?,general_inquiry,1,general support needed
1621192,@115858 fuck iOS11 can’t make calls or nun messing my phone up,@286268 That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,general_inquiry,1,toxicity
1288930,@115858 what’s good with your iPhone 7 battery life why they suck so much,@261290 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
2774400,@AppleSupport Yes the error message is for both Comcast/xfinity and gmail- for both accounts the imap connection does not work when I am connected to WiFi (except my home WiFi) I have two other accounts a work account and my old school email. iOS 11.1.2,@775366 Thanks for those details. What is the text of the error message you receive when on an outside Wi-Fi network? Let's meet up in DM to work from here. https://t.co/GDrqU22YpT,device_connectivity,1,general fix didn't work
1642576,Hey @115858 I️ need you to fix this.,@502080 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,0,Safe for auto-reply
800382,my phone is new and it keeps shutting off on it's own and battery isn't dead 🙃 this is a problem 🙃 @AppleSupport,@310716 Congratulations on your new phone. Let's check out what's causing this problem. Which iPhone and iOS version are you using?,hardware_repair,1,hardware issue
1638890,"@AppleSupport Any idea why my GPS won't work with #iOS11? GPS module was changed, also a factory reset. Still not working! #iPhone #Apple","@265759 We'll gladly assist. When you say the module was changed, do you mean a repair? What device model and what version of iOS 11?",hardware_repair,1,hardware issue
2787805,@118845 Still not holding a charge,@126179 Thanks for trying the steps that we offered. Please send us a Direct Message and we'll continue this conversation there. https://t.co/GDrqU22YpT,hardware_repair,1,hardware issue
2000389,I'm over Apple and the keyboard fucking up o v e r it @115858 get your shit together bro,@591485 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,general_inquiry,1,toxicity
1596075,How can I access my iCloud like see what’s all on it ?? @AppleSupport,@130254 You can always check https://t.co/tmRhWEkIq4 from a computer's browser to see what's synced there.,account_security,0,Safe for auto-reply
2143410,@115858 @AppleSupport when are you guys going to fix the bug with the letter I️? This code is annoying,@630178 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,0,Safe for auto-reply
289976,"My battery went from 74% to 41% from doing nothing! In a matter of 12 minutes...
I hate this new update @AppleSupport",@185075 We can help. Try these steps and if you still have issues let us know what device you're using in a DM: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
171758,@AppleSupport is this real? https://t.co/N02T2i2Ud3,@156110 This would be a phishing attempt. You can read more on that here: https://t.co/6Ye6EtSytB,general_inquiry,1,t.co inluded needed to be reviewed
1624953,"@AppleSupport ça y est. Redémarré, hard reset, restauration. Et ça marche. Cool....",@497644 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry,1,neeeded review
1412571,@AppleSupport I tried forcing a reset but holding the lock and home button down for 30+ secs won't work. Also the top randomly gets hot,@448253 Got it. Do the vertical lines stay on the screen consistently?  Are you able to power it off holding the lock button?,hardware_repair,1,hardware issue
1847786,@AppleSupport is there any ways to resolve this issue without losing my data https://t.co/0UKddEoy4H,@553372 We'd be glad to look into this with you. DM us and let us know if you have access to a computer with iTunes: https://t.co/GDrqU22YpT,account_security,1,data related isuue
1705345,@AppleSupport why am I on iPhone 8 Plus with iOS 11.1 and still constantly seeing question mark emojis?,@516889 We'd like to look into this with you. Send us a DM and we'll continue there. https://t.co/GDrqU2kzhr,general_inquiry,0,Safe for auto-reply
1489568,@AppleSupport CAN tou fix slow keyboard since thé last udapte it s horrible,@465971 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
119486,@AppleSupport I need someone to contact me and assist me personally. I wouldn't want to be waiting for ever and not speak to anyone like last time.,"@142509 The link in our last tweet allows you to arrange a call-back. We can also create that for you if needed, meet us in DM so we can gather the information to proceed if you prefer. https://t.co/GDrqU22YpT",general_inquiry,1,fix needed
1451567,@AppleSupport I’m really really excited to pick up my iPhone X from Covent Garden tomorrow... but not sure I can make my allotted time slot any more! Can I come earlier/later?,@228230 Congrats on your new iPhone! Let's reach out to our Online Sales team. Contact them through this link: https://t.co/8yjRd1Xo0i,general_inquiry,1,time alloted needed to be reviwed maually
2301739,FIX THE BUG @115858 I️ CANT USE I️ ITS ANNOYINGGG,@667994 We want to make sure we get your device functioning as it should. Can you tell us which device and iOS version we're working with today?,general_inquiry,1,frustrated user
2081644,@AppleSupport @38602 just updated my iPhone &amp; backbeat Fits &amp; they don’t work as seamlessly anymore skip track not working,@615603  Enjoying the features you had before the update is important. Let's take a closer look in DM. https://t.co/GDrqU22YpT,general_inquiry,1,general fix didn't work
2532538,iPhone switches audio to AirPods as soon as I open the enclosure.It should wait till I put them in my ears @123857 @116333 bug in ios11,@578791 We'd like to look into this. Send us a DM with more details to continue. https://t.co/GDrqU22YpT,device_connectivity,0,Safe for auto-reply
126372,I’m tired of this glitchy ass phone!!! @115858 @ATT,@144364  We understand that your phone is expected to work without flaws. Can you let us know the device model you are using? We're happy to help with your Apple products and features. Send us a DM. https://t.co/GDrqU22YpT,general_inquiry,1,toxic user
1410869,@AppleSupport Still having the issue,"@447923 Thanks, we got your DM. Look forward to our reply from there.",general_inquiry,0,Safe for auto-reply
1893965,@AppleSupport Yes. When I click “install app” I get a alert that says “iMovie can’t be installed.....because OS X version 10.12.2 or later is required.”,@564601 Got it. Would you mind joining us in DM please? We'd like to continue our conversation there. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
6767,@AppleSupport After installing the new iOS update (6 plus) my battery is eating energy! Within 3 hrs 45% left .... what’s your solution???,@608331 We're happy to look into your battery concerns. Let us know in DM if you're referring to updating to iOS 11.0.2 &amp; we'll get started. https://t.co/GDrqU22YpT,general_inquiry,0,Safe for auto-reply
2897737,@115858 when will you send out a big fix for the latest iOS? My 6s is freezing and crashing. Garbage.,"@802857 We want to help. When your iPhone is unresponsive or apps crash, what do you do to get it to respond again? Please DM us with your answer. https://t.co/GDrqU22YpT",general_inquiry,1,tocic frustrated user need support
